ext_gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10FDR
Terf1,1.1677054442784176,0.08276705603110568,0.026228390852903273,3.155628436959335,0.0016015273727472885,0.003325450097444525,2.478149564915107
Rpl7,21.109589836175218,1.353520854252463,0.0232243700943296,58.28019656743823,0,0,Inf
Stau2,1.0889838583188982,0.11802232587699647,0.026889757963789233,4.389118192730846,1.1381120492769921e-5,2.811110036506707e-5,4.551122154281439
Ube2w,1.356930672926798,0.22162655930914285,0.023374105580284136,9.481712938615415,2.501425913104255e-21,1.0777062023514706e-20,19.96749961770959
Tceb1,2.992919567066769,1.0020625785089925,0.01768902182024862,56.64884065900872,0,0,Inf
Tmem70,1.3958712480796702,0.7484359595491946,0.019974534580007433,37.46950681385619,2.891060251972432e-307,7.575400937819579e-306,305.1205943766244
Ly96,1.3519437314320584,-0.23557928702653239,0.02675501095191893,-8.805052909523706,1.3079086848158437e-18,5.300017416785392e-18,17.275722703229142
Jph1,1.0524975401901349,0.11799782652098492,0.02735825868870581,4.313060559285429,1.6100999195948466e-5,3.941212003981668e-5,4.404370203123998
Crispld1,1.0798898467629094,-0.08024532271323086,0.02860775314584007,-2.805020104310413,0.005031344144419771,0.009892065937346536,2.00471299743303
Mcm3,1.230004408835722,0.31646798414922567,0.023904463718135267,13.238865672988736,5.233325674893108e-40,3.0875782807882973e-39,38.5103820227255
